run,food_left
34,"[{'steps': 100, 'remaining_food': 65}, {'steps': 200, 'remaining_food': 49}, {'steps': 300, 'remaining_food': 35}, {'steps': 400, 'remaining_food': 19}, {'steps': 500, 'remaining_food': 9}, {'steps': 600, 'remaining_food': 5}, {'steps': 700, 'remaining_food': 4}, {'steps': 800, 'remaining_food': 4}, {'steps': 900, 'remaining_food': 4}, {'steps': 956, 'remaining_food': 0}]"
35,"[{'steps': 100, 'remaining_food': 92}, {'steps': 200, 'remaining_food': 74}, {'steps': 300, 'remaining_food': 61}, {'steps': 400, 'remaining_food': 50}, {'steps': 500, 'remaining_food': 48}, {'steps': 600, 'remaining_food': 46}, {'steps': 700, 'remaining_food': 43}, {'steps': 800, 'remaining_food': 37}, {'steps': 900, 'remaining_food': 33}, {'steps': 1000, 'remaining_food': 28}, {'steps': 1100, 'remaining_food': 18}, {'steps': 1200, 'remaining_food': 13}, {'steps': 1300, 'remaining_food': 10}, {'steps': 1400, 'remaining_food': 8}, {'steps': 1500, 'remaining_food': 2}, {'steps': 1514, 'remaining_food': 0}]"
36,"[{'steps': 100, 'remaining_food': 94}, {'steps': 200, 'remaining_food': 86}, {'steps': 300, 'remaining_food': 72}, {'steps': 400, 'remaining_food': 48}, {'steps': 500, 'remaining_food': 30}, {'steps': 600, 'remaining_food': 23}, {'steps': 700, 'remaining_food': 23}, {'steps': 800, 'remaining_food': 23}, {'steps': 900, 'remaining_food': 21}, {'steps': 1000, 'remaining_food': 20}, {'steps': 1100, 'remaining_food': 14}, {'steps': 1200, 'remaining_food': 9}, {'steps': 1300, 'remaining_food': 6}, {'steps': 1400, 'remaining_food': 6}, {'steps': 1500, 'remaining_food': 6}, {'steps': 1600, 'remaining_food': 4}, {'steps': 1700, 'remaining_food': 3}, {'steps': 1800, 'remaining_food': 3}, {'steps': 1900, 'remaining_food': 1}, {'steps': 1964, 'remaining_food': 0}]"
37,"[{'steps': 100, 'remaining_food': 94}, {'steps': 200, 'remaining_food': 85}, {'steps': 300, 'remaining_food': 80}, {'steps': 400, 'remaining_food': 66}, {'steps': 500, 'remaining_food': 50}, {'steps': 600, 'remaining_food': 37}, {'steps': 700, 'remaining_food': 29}, {'steps': 800, 'remaining_food': 27}, {'steps': 900, 'remaining_food': 25}, {'steps': 1000, 'remaining_food': 20}, {'steps': 1100, 'remaining_food': 17}, {'steps': 1200, 'remaining_food': 17}, {'steps': 1300, 'remaining_food': 15}, {'steps': 1400, 'remaining_food': 12}, {'steps': 1500, 'remaining_food': 10}, {'steps': 1600, 'remaining_food': 9}, {'steps': 1700, 'remaining_food': 8}, {'steps': 1800, 'remaining_food': 7}, {'steps': 1900, 'remaining_food': 4}, {'steps': 1986, 'remaining_food': 0}]"
38,"[{'steps': 100, 'remaining_food': 63}, {'steps': 200, 'remaining_food': 47}, {'steps': 300, 'remaining_food': 35}, {'steps': 400, 'remaining_food': 33}, {'steps': 500, 'remaining_food': 33}, {'steps': 600, 'remaining_food': 30}, {'steps': 700, 'remaining_food': 24}, {'steps': 800, 'remaining_food': 24}, {'steps': 900, 'remaining_food': 22}, {'steps': 1000, 'remaining_food': 21}, {'steps': 1100, 'remaining_food': 19}, {'steps': 1200, 'remaining_food': 18}, {'steps': 1300, 'remaining_food': 18}, {'steps': 1400, 'remaining_food': 17}, {'steps': 1500, 'remaining_food': 17}, {'steps': 1600, 'remaining_food': 17}, {'steps': 1700, 'remaining_food': 17}, {'steps': 1800, 'remaining_food': 16}, {'steps': 1900, 'remaining_food': 13}, {'steps': 2000, 'remaining_food': 11}, {'steps': 2100, 'remaining_food': 11}, {'steps': 2200, 'remaining_food': 11}, {'steps': 2300, 'remaining_food': 9}, {'steps': 2400, 'remaining_food': 9}, {'steps': 2500, 'remaining_food': 9}, {'steps': 2600, 'remaining_food': 9}, {'steps': 2700, 'remaining_food': 9}, {'steps': 2800, 'remaining_food': 9}, {'steps': 2900, 'remaining_food': 9}, {'steps': 3000, 'remaining_food': 9}, {'steps': 3100, 'remaining_food': 8}, {'steps': 3200, 'remaining_food': 5}, {'steps': 3300, 'remaining_food': 5}, {'steps': 3400, 'remaining_food': 5}, {'steps': 3500, 'remaining_food': 5}, {'steps': 3600, 'remaining_food': 5}, {'steps': 3700, 'remaining_food': 1}, {'steps': 3742, 'remaining_food': 0}]"
39,"[{'steps': 100, 'remaining_food': 80}, {'steps': 200, 'remaining_food': 65}, {'steps': 300, 'remaining_food': 54}, {'steps': 400, 'remaining_food': 48}, {'steps': 500, 'remaining_food': 40}, {'steps': 600, 'remaining_food': 38}, {'steps': 700, 'remaining_food': 29}, {'steps': 800, 'remaining_food': 24}, {'steps': 900, 'remaining_food': 18}, {'steps': 1000, 'remaining_food': 16}, {'steps': 1100, 'remaining_food': 16}, {'steps': 1200, 'remaining_food': 15}, {'steps': 1300, 'remaining_food': 11}, {'steps': 1400, 'remaining_food': 11}, {'steps': 1500, 'remaining_food': 8}, {'steps': 1600, 'remaining_food': 3}, {'steps': 1700, 'remaining_food': 1}, {'steps': 1800, 'remaining_food': 1}, {'steps': 1831, 'remaining_food': 0}]"
40,"[{'steps': 100, 'remaining_food': 71}, {'steps': 200, 'remaining_food': 53}, {'steps': 300, 'remaining_food': 41}, {'steps': 400, 'remaining_food': 27}, {'steps': 500, 'remaining_food': 17}, {'steps': 600, 'remaining_food': 15}, {'steps': 700, 'remaining_food': 12}, {'steps': 800, 'remaining_food': 10}, {'steps': 900, 'remaining_food': 5}, {'steps': 928, 'remaining_food': 0}]"
41,"[{'steps': 100, 'remaining_food': 99}, {'steps': 200, 'remaining_food': 91}, {'steps': 300, 'remaining_food': 80}, {'steps': 400, 'remaining_food': 68}, {'steps': 500, 'remaining_food': 61}, {'steps': 600, 'remaining_food': 46}, {'steps': 700, 'remaining_food': 39}, {'steps': 800, 'remaining_food': 30}, {'steps': 900, 'remaining_food': 29}, {'steps': 1000, 'remaining_food': 26}, {'steps': 1100, 'remaining_food': 24}, {'steps': 1200, 'remaining_food': 24}, {'steps': 1300, 'remaining_food': 22}, {'steps': 1400, 'remaining_food': 18}, {'steps': 1500, 'remaining_food': 16}, {'steps': 1600, 'remaining_food': 11}, {'steps': 1700, 'remaining_food': 9}, {'steps': 1800, 'remaining_food': 6}, {'steps': 1900, 'remaining_food': 3}, {'steps': 1977, 'remaining_food': 0}]"
42,"[{'steps': 100, 'remaining_food': 75}, {'steps': 200, 'remaining_food': 70}, {'steps': 300, 'remaining_food': 68}, {'steps': 400, 'remaining_food': 63}, {'steps': 500, 'remaining_food': 59}, {'steps': 600, 'remaining_food': 51}, {'steps': 700, 'remaining_food': 49}, {'steps': 800, 'remaining_food': 47}, {'steps': 900, 'remaining_food': 38}, {'steps': 1000, 'remaining_food': 31}, {'steps': 1100, 'remaining_food': 30}, {'steps': 1200, 'remaining_food': 28}, {'steps': 1300, 'remaining_food': 24}, {'steps': 1400, 'remaining_food': 23}, {'steps': 1500, 'remaining_food': 18}, {'steps': 1600, 'remaining_food': 13}, {'steps': 1700, 'remaining_food': 9}, {'steps': 1800, 'remaining_food': 5}, {'steps': 1900, 'remaining_food': 3}, {'steps': 1923, 'remaining_food': 0}]"
43,"[{'steps': 100, 'remaining_food': 94}, {'steps': 200, 'remaining_food': 81}, {'steps': 300, 'remaining_food': 60}, {'steps': 400, 'remaining_food': 46}, {'steps': 500, 'remaining_food': 32}, {'steps': 600, 'remaining_food': 15}, {'steps': 700, 'remaining_food': 9}, {'steps': 800, 'remaining_food': 5}, {'steps': 900, 'remaining_food': 2}, {'steps': 920, 'remaining_food': 0}]"
44,"[{'steps': 100, 'remaining_food': 89}, {'steps': 200, 'remaining_food': 71}, {'steps': 300, 'remaining_food': 69}, {'steps': 400, 'remaining_food': 62}, {'steps': 500, 'remaining_food': 55}, {'steps': 600, 'remaining_food': 46}, {'steps': 700, 'remaining_food': 40}, {'steps': 800, 'remaining_food': 31}, {'steps': 900, 'remaining_food': 25}, {'steps': 1000, 'remaining_food': 25}, {'steps': 1100, 'remaining_food': 22}, {'steps': 1200, 'remaining_food': 20}, {'steps': 1300, 'remaining_food': 13}, {'steps': 1400, 'remaining_food': 8}, {'steps': 1500, 'remaining_food': 3}, {'steps': 1600, 'remaining_food': 3}, {'steps': 1700, 'remaining_food': 2}, {'steps': 1794, 'remaining_food': 0}]"
45,"[{'steps': 100, 'remaining_food': 100}, {'steps': 200, 'remaining_food': 94}, {'steps': 300, 'remaining_food': 83}, {'steps': 400, 'remaining_food': 75}, {'steps': 500, 'remaining_food': 68}, {'steps': 600, 'remaining_food': 65}, {'steps': 700, 'remaining_food': 59}, {'steps': 800, 'remaining_food': 53}, {'steps': 900, 'remaining_food': 52}, {'steps': 1000, 'remaining_food': 47}, {'steps': 1100, 'remaining_food': 42}, {'steps': 1200, 'remaining_food': 36}, {'steps': 1300, 'remaining_food': 31}, {'steps': 1400, 'remaining_food': 28}, {'steps': 1500, 'remaining_food': 26}, {'steps': 1600, 'remaining_food': 19}, {'steps': 1700, 'remaining_food': 9}, {'steps': 1800, 'remaining_food': 9}, {'steps': 1900, 'remaining_food': 8}, {'steps': 2000, 'remaining_food': 5}, {'steps': 2100, 'remaining_food': 4}, {'steps': 2200, 'remaining_food': 1}, {'steps': 2300, 'remaining_food': 1}, {'steps': 2400, 'remaining_food': 1}, {'steps': 2500, 'remaining_food': 1}, {'steps': 2600, 'remaining_food': 1}, {'steps': 2700, 'remaining_food': 1}, {'steps': 2774, 'remaining_food': 0}]"
46,"[{'steps': 100, 'remaining_food': 84}, {'steps': 200, 'remaining_food': 53}, {'steps': 300, 'remaining_food': 35}, {'steps': 400, 'remaining_food': 23}, {'steps': 500, 'remaining_food': 18}, {'steps': 600, 'remaining_food': 12}, {'steps': 700, 'remaining_food': 10}, {'steps': 800, 'remaining_food': 5}, {'steps': 864, 'remaining_food': 0}]"
47,"[{'steps': 100, 'remaining_food': 72}, {'steps': 200, 'remaining_food': 50}, {'steps': 300, 'remaining_food': 43}, {'steps': 400, 'remaining_food': 43}, {'steps': 500, 'remaining_food': 42}, {'steps': 600, 'remaining_food': 41}, {'steps': 700, 'remaining_food': 39}, {'steps': 800, 'remaining_food': 37}, {'steps': 900, 'remaining_food': 36}, {'steps': 1000, 'remaining_food': 32}, {'steps': 1100, 'remaining_food': 26}, {'steps': 1200, 'remaining_food': 26}, {'steps': 1300, 'remaining_food': 23}, {'steps': 1400, 'remaining_food': 15}, {'steps': 1500, 'remaining_food': 15}, {'steps': 1600, 'remaining_food': 11}, {'steps': 1700, 'remaining_food': 4}, {'steps': 1800, 'remaining_food': 4}, {'steps': 1889, 'remaining_food': 0}]"
48,"[{'steps': 100, 'remaining_food': 93}, {'steps': 200, 'remaining_food': 79}, {'steps': 300, 'remaining_food': 68}, {'steps': 400, 'remaining_food': 57}, {'steps': 500, 'remaining_food': 57}, {'steps': 600, 'remaining_food': 49}, {'steps': 700, 'remaining_food': 45}, {'steps': 800, 'remaining_food': 41}, {'steps': 900, 'remaining_food': 37}, {'steps': 1000, 'remaining_food': 34}, {'steps': 1100, 'remaining_food': 29}, {'steps': 1200, 'remaining_food': 25}, {'steps': 1300, 'remaining_food': 22}, {'steps': 1400, 'remaining_food': 17}, {'steps': 1500, 'remaining_food': 14}, {'steps': 1600, 'remaining_food': 13}, {'steps': 1700, 'remaining_food': 13}, {'steps': 1800, 'remaining_food': 13}, {'steps': 1900, 'remaining_food': 12}, {'steps': 2000, 'remaining_food': 10}, {'steps': 2100, 'remaining_food': 6}, {'steps': 2200, 'remaining_food': 6}, {'steps': 2300, 'remaining_food': 3}, {'steps': 2400, 'remaining_food': 1}, {'steps': 2486, 'remaining_food': 0}]"
49,"[{'steps': 100, 'remaining_food': 89}, {'steps': 200, 'remaining_food': 73}, {'steps': 300, 'remaining_food': 60}, {'steps': 400, 'remaining_food': 50}, {'steps': 500, 'remaining_food': 45}, {'steps': 600, 'remaining_food': 42}, {'steps': 700, 'remaining_food': 37}, {'steps': 800, 'remaining_food': 36}, {'steps': 900, 'remaining_food': 30}, {'steps': 1000, 'remaining_food': 25}, {'steps': 1100, 'remaining_food': 22}, {'steps': 1200, 'remaining_food': 17}, {'steps': 1300, 'remaining_food': 14}, {'steps': 1400, 'remaining_food': 9}, {'steps': 1500, 'remaining_food': 9}, {'steps': 1600, 'remaining_food': 9}, {'steps': 1700, 'remaining_food': 9}, {'steps': 1798, 'remaining_food': 0}]"
50,"[{'steps': 100, 'remaining_food': 97}, {'steps': 200, 'remaining_food': 81}, {'steps': 300, 'remaining_food': 67}, {'steps': 400, 'remaining_food': 56}, {'steps': 500, 'remaining_food': 47}, {'steps': 600, 'remaining_food': 38}, {'steps': 700, 'remaining_food': 32}, {'steps': 800, 'remaining_food': 29}, {'steps': 900, 'remaining_food': 28}, {'steps': 1000, 'remaining_food': 28}, {'steps': 1100, 'remaining_food': 27}, {'steps': 1200, 'remaining_food': 26}, {'steps': 1300, 'remaining_food': 19}, {'steps': 1400, 'remaining_food': 11}, {'steps': 1500, 'remaining_food': 4}, {'steps': 1570, 'remaining_food': 0}]"
51,"[{'steps': 100, 'remaining_food': 73}, {'steps': 200, 'remaining_food': 70}, {'steps': 300, 'remaining_food': 60}, {'steps': 400, 'remaining_food': 53}, {'steps': 500, 'remaining_food': 53}, {'steps': 600, 'remaining_food': 51}, {'steps': 700, 'remaining_food': 50}, {'steps': 800, 'remaining_food': 42}, {'steps': 900, 'remaining_food': 41}, {'steps': 1000, 'remaining_food': 39}, {'steps': 1100, 'remaining_food': 34}, {'steps': 1200, 'remaining_food': 28}, {'steps': 1300, 'remaining_food': 19}, {'steps': 1400, 'remaining_food': 12}, {'steps': 1500, 'remaining_food': 8}, {'steps': 1600, 'remaining_food': 6}, {'steps': 1700, 'remaining_food': 3}, {'steps': 1783, 'remaining_food': 0}]"
52,"[{'steps': 100, 'remaining_food': 88}, {'steps': 200, 'remaining_food': 72}, {'steps': 300, 'remaining_food': 50}, {'steps': 400, 'remaining_food': 37}, {'steps': 500, 'remaining_food': 25}, {'steps': 600, 'remaining_food': 19}, {'steps': 700, 'remaining_food': 11}, {'steps': 800, 'remaining_food': 5}, {'steps': 900, 'remaining_food': 3}, {'steps': 1000, 'remaining_food': 3}, {'steps': 1044, 'remaining_food': 0}]"
53,"[{'steps': 100, 'remaining_food': 70}, {'steps': 200, 'remaining_food': 57}, {'steps': 300, 'remaining_food': 49}, {'steps': 400, 'remaining_food': 40}, {'steps': 500, 'remaining_food': 33}, {'steps': 600, 'remaining_food': 29}, {'steps': 700, 'remaining_food': 20}, {'steps': 800, 'remaining_food': 20}, {'steps': 900, 'remaining_food': 20}, {'steps': 1000, 'remaining_food': 19}, {'steps': 1100, 'remaining_food': 14}, {'steps': 1200, 'remaining_food': 8}, {'steps': 1300, 'remaining_food': 3}, {'steps': 1382, 'remaining_food': 0}]"
54,"[{'steps': 100, 'remaining_food': 89}, {'steps': 200, 'remaining_food': 72}, {'steps': 300, 'remaining_food': 62}, {'steps': 400, 'remaining_food': 53}, {'steps': 500, 'remaining_food': 43}, {'steps': 600, 'remaining_food': 38}, {'steps': 700, 'remaining_food': 30}, {'steps': 800, 'remaining_food': 27}, {'steps': 900, 'remaining_food': 21}, {'steps': 1000, 'remaining_food': 17}, {'steps': 1100, 'remaining_food': 15}, {'steps': 1200, 'remaining_food': 13}, {'steps': 1300, 'remaining_food': 11}, {'steps': 1400, 'remaining_food': 7}, {'steps': 1500, 'remaining_food': 7}, {'steps': 1600, 'remaining_food': 4}, {'steps': 1700, 'remaining_food': 4}, {'steps': 1800, 'remaining_food': 4}, {'steps': 1900, 'remaining_food': 4}, {'steps': 1965, 'remaining_food': 0}]"
55,"[{'steps': 100, 'remaining_food': 74}, {'steps': 200, 'remaining_food': 62}, {'steps': 300, 'remaining_food': 46}, {'steps': 400, 'remaining_food': 31}, {'steps': 500, 'remaining_food': 20}, {'steps': 600, 'remaining_food': 17}, {'steps': 700, 'remaining_food': 15}, {'steps': 800, 'remaining_food': 14}, {'steps': 900, 'remaining_food': 10}, {'steps': 1000, 'remaining_food': 8}, {'steps': 1100, 'remaining_food': 8}, {'steps': 1200, 'remaining_food': 7}, {'steps': 1300, 'remaining_food': 3}, {'steps': 1385, 'remaining_food': 0}]"
56,"[{'steps': 100, 'remaining_food': 83}, {'steps': 200, 'remaining_food': 68}, {'steps': 300, 'remaining_food': 57}, {'steps': 400, 'remaining_food': 43}, {'steps': 500, 'remaining_food': 32}, {'steps': 600, 'remaining_food': 25}, {'steps': 700, 'remaining_food': 15}, {'steps': 800, 'remaining_food': 11}, {'steps': 900, 'remaining_food': 6}, {'steps': 949, 'remaining_food': 0}]"
57,"[{'steps': 100, 'remaining_food': 85}, {'steps': 200, 'remaining_food': 83}, {'steps': 300, 'remaining_food': 77}, {'steps': 400, 'remaining_food': 75}, {'steps': 500, 'remaining_food': 72}, {'steps': 600, 'remaining_food': 69}, {'steps': 700, 'remaining_food': 67}, {'steps': 800, 'remaining_food': 67}, {'steps': 900, 'remaining_food': 66}, {'steps': 1000, 'remaining_food': 58}, {'steps': 1100, 'remaining_food': 47}, {'steps': 1200, 'remaining_food': 42}, {'steps': 1300, 'remaining_food': 36}, {'steps': 1400, 'remaining_food': 25}, {'steps': 1500, 'remaining_food': 23}, {'steps': 1600, 'remaining_food': 20}, {'steps': 1700, 'remaining_food': 18}, {'steps': 1800, 'remaining_food': 17}, {'steps': 1900, 'remaining_food': 17}, {'steps': 2000, 'remaining_food': 14}, {'steps': 2100, 'remaining_food': 9}, {'steps': 2200, 'remaining_food': 5}, {'steps': 2268, 'remaining_food': 0}]"
58,"[{'steps': 100, 'remaining_food': 99}, {'steps': 200, 'remaining_food': 86}, {'steps': 300, 'remaining_food': 76}, {'steps': 400, 'remaining_food': 56}, {'steps': 500, 'remaining_food': 51}, {'steps': 600, 'remaining_food': 50}, {'steps': 700, 'remaining_food': 49}, {'steps': 800, 'remaining_food': 49}, {'steps': 900, 'remaining_food': 44}, {'steps': 1000, 'remaining_food': 40}, {'steps': 1100, 'remaining_food': 39}, {'steps': 1200, 'remaining_food': 33}, {'steps': 1300, 'remaining_food': 23}, {'steps': 1400, 'remaining_food': 17}, {'steps': 1500, 'remaining_food': 13}, {'steps': 1600, 'remaining_food': 11}, {'steps': 1700, 'remaining_food': 10}, {'steps': 1800, 'remaining_food': 6}, {'steps': 1900, 'remaining_food': 3}, {'steps': 1936, 'remaining_food': 0}]"
59,"[{'steps': 100, 'remaining_food': 87}, {'steps': 200, 'remaining_food': 72}, {'steps': 300, 'remaining_food': 63}, {'steps': 400, 'remaining_food': 50}, {'steps': 500, 'remaining_food': 35}, {'steps': 600, 'remaining_food': 28}, {'steps': 700, 'remaining_food': 15}, {'steps': 800, 'remaining_food': 15}, {'steps': 900, 'remaining_food': 14}, {'steps': 1000, 'remaining_food': 14}, {'steps': 1100, 'remaining_food': 9}, {'steps': 1200, 'remaining_food': 9}, {'steps': 1300, 'remaining_food': 8}, {'steps': 1400, 'remaining_food': 4}, {'steps': 1500, 'remaining_food': 3}, {'steps': 1597, 'remaining_food': 0}]"
60,"[{'steps': 100, 'remaining_food': 95}, {'steps': 200, 'remaining_food': 88}, {'steps': 300, 'remaining_food': 81}, {'steps': 400, 'remaining_food': 79}, {'steps': 500, 'remaining_food': 73}, {'steps': 600, 'remaining_food': 59}, {'steps': 700, 'remaining_food': 51}, {'steps': 800, 'remaining_food': 46}, {'steps': 900, 'remaining_food': 40}, {'steps': 1000, 'remaining_food': 38}, {'steps': 1100, 'remaining_food': 33}, {'steps': 1200, 'remaining_food': 31}, {'steps': 1300, 'remaining_food': 27}, {'steps': 1400, 'remaining_food': 25}, {'steps': 1500, 'remaining_food': 18}, {'steps': 1600, 'remaining_food': 10}, {'steps': 1700, 'remaining_food': 6}, {'steps': 1800, 'remaining_food': 3}, {'steps': 1900, 'remaining_food': 3}, {'steps': 2000, 'remaining_food': 2}, {'steps': 2100, 'remaining_food': 1}, {'steps': 2194, 'remaining_food': 0}]"
61,"[{'steps': 100, 'remaining_food': 86}, {'steps': 200, 'remaining_food': 80}, {'steps': 300, 'remaining_food': 67}, {'steps': 400, 'remaining_food': 55}, {'steps': 500, 'remaining_food': 42}, {'steps': 600, 'remaining_food': 36}, {'steps': 700, 'remaining_food': 36}, {'steps': 800, 'remaining_food': 31}, {'steps': 900, 'remaining_food': 30}, {'steps': 1000, 'remaining_food': 26}, {'steps': 1100, 'remaining_food': 24}, {'steps': 1200, 'remaining_food': 21}, {'steps': 1300, 'remaining_food': 20}, {'steps': 1400, 'remaining_food': 17}, {'steps': 1500, 'remaining_food': 15}, {'steps': 1600, 'remaining_food': 14}, {'steps': 1700, 'remaining_food': 8}, {'steps': 1800, 'remaining_food': 7}, {'steps': 1900, 'remaining_food': 4}, {'steps': 2000, 'remaining_food': 4}, {'steps': 2100, 'remaining_food': 4}, {'steps': 2200, 'remaining_food': 2}, {'steps': 2268, 'remaining_food': 0}]"
62,"[{'steps': 100, 'remaining_food': 96}, {'steps': 200, 'remaining_food': 90}, {'steps': 300, 'remaining_food': 81}, {'steps': 400, 'remaining_food': 70}, {'steps': 500, 'remaining_food': 55}, {'steps': 600, 'remaining_food': 44}, {'steps': 700, 'remaining_food': 37}, {'steps': 800, 'remaining_food': 36}, {'steps': 900, 'remaining_food': 33}, {'steps': 1000, 'remaining_food': 31}, {'steps': 1100, 'remaining_food': 25}, {'steps': 1200, 'remaining_food': 18}, {'steps': 1300, 'remaining_food': 16}, {'steps': 1400, 'remaining_food': 16}, {'steps': 1500, 'remaining_food': 14}, {'steps': 1600, 'remaining_food': 11}, {'steps': 1700, 'remaining_food': 7}, {'steps': 1800, 'remaining_food': 3}, {'steps': 1850, 'remaining_food': 0}]"
63,"[{'steps': 100, 'remaining_food': 81}, {'steps': 200, 'remaining_food': 59}, {'steps': 300, 'remaining_food': 49}, {'steps': 400, 'remaining_food': 43}, {'steps': 500, 'remaining_food': 40}, {'steps': 600, 'remaining_food': 34}, {'steps': 700, 'remaining_food': 32}, {'steps': 800, 'remaining_food': 32}, {'steps': 900, 'remaining_food': 27}, {'steps': 1000, 'remaining_food': 20}, {'steps': 1100, 'remaining_food': 17}, {'steps': 1200, 'remaining_food': 13}, {'steps': 1300, 'remaining_food': 6}, {'steps': 1387, 'remaining_food': 0}]"
64,"[{'steps': 100, 'remaining_food': 89}, {'steps': 200, 'remaining_food': 66}, {'steps': 300, 'remaining_food': 45}, {'steps': 400, 'remaining_food': 32}, {'steps': 500, 'remaining_food': 22}, {'steps': 600, 'remaining_food': 13}, {'steps': 700, 'remaining_food': 7}, {'steps': 800, 'remaining_food': 5}, {'steps': 847, 'remaining_food': 0}]"
