run,food_left
65,"[{'steps': 100, 'remaining_food': 84}, {'steps': 200, 'remaining_food': 62}, {'steps': 300, 'remaining_food': 46}, {'steps': 400, 'remaining_food': 45}, {'steps': 500, 'remaining_food': 41}, {'steps': 600, 'remaining_food': 38}, {'steps': 700, 'remaining_food': 29}, {'steps': 800, 'remaining_food': 24}, {'steps': 900, 'remaining_food': 23}, {'steps': 1000, 'remaining_food': 23}, {'steps': 1100, 'remaining_food': 23}, {'steps': 1200, 'remaining_food': 20}, {'steps': 1300, 'remaining_food': 17}, {'steps': 1400, 'remaining_food': 14}, {'steps': 1500, 'remaining_food': 14}, {'steps': 1600, 'remaining_food': 14}, {'steps': 1700, 'remaining_food': 13}, {'steps': 1800, 'remaining_food': 8}, {'steps': 1900, 'remaining_food': 1}, {'steps': 1912, 'remaining_food': 0}]"
66,"[{'steps': 100, 'remaining_food': 88}, {'steps': 200, 'remaining_food': 77}, {'steps': 300, 'remaining_food': 59}, {'steps': 400, 'remaining_food': 43}, {'steps': 500, 'remaining_food': 32}, {'steps': 600, 'remaining_food': 15}, {'steps': 700, 'remaining_food': 4}, {'steps': 800, 'remaining_food': 3}, {'steps': 843, 'remaining_food': 0}]"
67,"[{'steps': 100, 'remaining_food': 95}, {'steps': 200, 'remaining_food': 76}, {'steps': 300, 'remaining_food': 45}, {'steps': 400, 'remaining_food': 38}, {'steps': 500, 'remaining_food': 34}, {'steps': 600, 'remaining_food': 27}, {'steps': 700, 'remaining_food': 18}, {'steps': 800, 'remaining_food': 16}, {'steps': 900, 'remaining_food': 16}, {'steps': 1000, 'remaining_food': 13}, {'steps': 1100, 'remaining_food': 9}, {'steps': 1200, 'remaining_food': 8}, {'steps': 1300, 'remaining_food': 6}, {'steps': 1400, 'remaining_food': 6}, {'steps': 1500, 'remaining_food': 2}, {'steps': 1521, 'remaining_food': 0}]"
68,"[{'steps': 100, 'remaining_food': 93}, {'steps': 200, 'remaining_food': 82}, {'steps': 300, 'remaining_food': 72}, {'steps': 400, 'remaining_food': 61}, {'steps': 500, 'remaining_food': 48}, {'steps': 600, 'remaining_food': 39}, {'steps': 700, 'remaining_food': 31}, {'steps': 800, 'remaining_food': 27}, {'steps': 900, 'remaining_food': 26}, {'steps': 1000, 'remaining_food': 24}, {'steps': 1100, 'remaining_food': 23}, {'steps': 1200, 'remaining_food': 23}, {'steps': 1300, 'remaining_food': 23}, {'steps': 1400, 'remaining_food': 20}, {'steps': 1500, 'remaining_food': 16}, {'steps': 1600, 'remaining_food': 13}, {'steps': 1700, 'remaining_food': 11}, {'steps': 1800, 'remaining_food': 9}, {'steps': 1900, 'remaining_food': 6}, {'steps': 2000, 'remaining_food': 2}, {'steps': 2072, 'remaining_food': 0}]"
69,"[{'steps': 100, 'remaining_food': 89}, {'steps': 200, 'remaining_food': 78}, {'steps': 300, 'remaining_food': 73}, {'steps': 400, 'remaining_food': 66}, {'steps': 500, 'remaining_food': 57}, {'steps': 600, 'remaining_food': 45}, {'steps': 700, 'remaining_food': 41}, {'steps': 800, 'remaining_food': 38}, {'steps': 900, 'remaining_food': 37}, {'steps': 1000, 'remaining_food': 32}, {'steps': 1100, 'remaining_food': 31}, {'steps': 1200, 'remaining_food': 29}, {'steps': 1300, 'remaining_food': 22}, {'steps': 1400, 'remaining_food': 19}, {'steps': 1500, 'remaining_food': 17}, {'steps': 1600, 'remaining_food': 16}, {'steps': 1700, 'remaining_food': 11}, {'steps': 1800, 'remaining_food': 8}, {'steps': 1900, 'remaining_food': 8}, {'steps': 2000, 'remaining_food': 4}, {'steps': 2093, 'remaining_food': 0}]"
70,"[{'steps': 100, 'remaining_food': 94}, {'steps': 200, 'remaining_food': 77}, {'steps': 300, 'remaining_food': 65}, {'steps': 400, 'remaining_food': 45}, {'steps': 500, 'remaining_food': 40}, {'steps': 600, 'remaining_food': 40}, {'steps': 700, 'remaining_food': 37}, {'steps': 800, 'remaining_food': 28}, {'steps': 900, 'remaining_food': 21}, {'steps': 1000, 'remaining_food': 15}, {'steps': 1100, 'remaining_food': 10}, {'steps': 1200, 'remaining_food': 5}, {'steps': 1300, 'remaining_food': 2}, {'steps': 1380, 'remaining_food': 0}]"
71,"[{'steps': 100, 'remaining_food': 74}, {'steps': 200, 'remaining_food': 62}, {'steps': 300, 'remaining_food': 41}, {'steps': 400, 'remaining_food': 30}, {'steps': 500, 'remaining_food': 26}, {'steps': 600, 'remaining_food': 12}, {'steps': 700, 'remaining_food': 6}, {'steps': 800, 'remaining_food': 3}, {'steps': 900, 'remaining_food': 3}, {'steps': 1000, 'remaining_food': 3}, {'steps': 1100, 'remaining_food': 1}, {'steps': 1173, 'remaining_food': 0}]"
72,"[{'steps': 100, 'remaining_food': 88}, {'steps': 200, 'remaining_food': 71}, {'steps': 300, 'remaining_food': 57}, {'steps': 400, 'remaining_food': 42}, {'steps': 500, 'remaining_food': 31}, {'steps': 600, 'remaining_food': 24}, {'steps': 700, 'remaining_food': 17}, {'steps': 800, 'remaining_food': 15}, {'steps': 900, 'remaining_food': 14}, {'steps': 1000, 'remaining_food': 14}, {'steps': 1100, 'remaining_food': 13}, {'steps': 1200, 'remaining_food': 10}, {'steps': 1300, 'remaining_food': 6}, {'steps': 1400, 'remaining_food': 5}, {'steps': 1488, 'remaining_food': 0}]"
73,"[{'steps': 100, 'remaining_food': 83}, {'steps': 200, 'remaining_food': 68}, {'steps': 300, 'remaining_food': 57}, {'steps': 400, 'remaining_food': 49}, {'steps': 500, 'remaining_food': 44}, {'steps': 600, 'remaining_food': 36}, {'steps': 700, 'remaining_food': 31}, {'steps': 800, 'remaining_food': 27}, {'steps': 900, 'remaining_food': 22}, {'steps': 1000, 'remaining_food': 21}, {'steps': 1100, 'remaining_food': 21}, {'steps': 1200, 'remaining_food': 16}, {'steps': 1300, 'remaining_food': 12}, {'steps': 1400, 'remaining_food': 6}, {'steps': 1500, 'remaining_food': 2}, {'steps': 1532, 'remaining_food': 0}]"
74,"[{'steps': 100, 'remaining_food': 66}, {'steps': 200, 'remaining_food': 52}, {'steps': 300, 'remaining_food': 38}, {'steps': 400, 'remaining_food': 26}, {'steps': 500, 'remaining_food': 24}, {'steps': 600, 'remaining_food': 24}, {'steps': 700, 'remaining_food': 20}, {'steps': 800, 'remaining_food': 19}, {'steps': 900, 'remaining_food': 17}, {'steps': 1000, 'remaining_food': 14}, {'steps': 1100, 'remaining_food': 10}, {'steps': 1200, 'remaining_food': 9}, {'steps': 1300, 'remaining_food': 5}, {'steps': 1400, 'remaining_food': 2}, {'steps': 1500, 'remaining_food': 2}, {'steps': 1514, 'remaining_food': 0}]"
75,"[{'steps': 100, 'remaining_food': 93}, {'steps': 200, 'remaining_food': 77}, {'steps': 300, 'remaining_food': 64}, {'steps': 400, 'remaining_food': 47}, {'steps': 500, 'remaining_food': 33}, {'steps': 600, 'remaining_food': 24}, {'steps': 700, 'remaining_food': 24}, {'steps': 800, 'remaining_food': 24}, {'steps': 900, 'remaining_food': 24}, {'steps': 1000, 'remaining_food': 24}, {'steps': 1100, 'remaining_food': 20}, {'steps': 1200, 'remaining_food': 15}, {'steps': 1300, 'remaining_food': 11}, {'steps': 1400, 'remaining_food': 11}, {'steps': 1500, 'remaining_food': 9}, {'steps': 1600, 'remaining_food': 5}, {'steps': 1670, 'remaining_food': 0}]"
76,"[{'steps': 100, 'remaining_food': 94}, {'steps': 200, 'remaining_food': 84}, {'steps': 300, 'remaining_food': 73}, {'steps': 400, 'remaining_food': 54}, {'steps': 500, 'remaining_food': 45}, {'steps': 600, 'remaining_food': 42}, {'steps': 700, 'remaining_food': 39}, {'steps': 800, 'remaining_food': 36}, {'steps': 900, 'remaining_food': 32}, {'steps': 1000, 'remaining_food': 23}, {'steps': 1100, 'remaining_food': 17}, {'steps': 1200, 'remaining_food': 13}, {'steps': 1300, 'remaining_food': 11}, {'steps': 1400, 'remaining_food': 5}, {'steps': 1500, 'remaining_food': 1}, {'steps': 1502, 'remaining_food': 0}]"
77,"[{'steps': 100, 'remaining_food': 96}, {'steps': 200, 'remaining_food': 85}, {'steps': 300, 'remaining_food': 79}, {'steps': 400, 'remaining_food': 62}, {'steps': 500, 'remaining_food': 45}, {'steps': 600, 'remaining_food': 33}, {'steps': 700, 'remaining_food': 30}, {'steps': 800, 'remaining_food': 27}, {'steps': 900, 'remaining_food': 15}, {'steps': 1000, 'remaining_food': 6}, {'steps': 1100, 'remaining_food': 5}, {'steps': 1200, 'remaining_food': 5}, {'steps': 1300, 'remaining_food': 5}, {'steps': 1400, 'remaining_food': 3}, {'steps': 1477, 'remaining_food': 0}]"
78,"[{'steps': 100, 'remaining_food': 94}, {'steps': 200, 'remaining_food': 83}, {'steps': 300, 'remaining_food': 69}, {'steps': 400, 'remaining_food': 55}, {'steps': 500, 'remaining_food': 41}, {'steps': 600, 'remaining_food': 34}, {'steps': 700, 'remaining_food': 26}, {'steps': 800, 'remaining_food': 20}, {'steps': 900, 'remaining_food': 17}, {'steps': 1000, 'remaining_food': 15}, {'steps': 1100, 'remaining_food': 11}, {'steps': 1200, 'remaining_food': 7}, {'steps': 1269, 'remaining_food': 0}]"
79,"[{'steps': 100, 'remaining_food': 77}, {'steps': 200, 'remaining_food': 59}, {'steps': 300, 'remaining_food': 42}, {'steps': 400, 'remaining_food': 27}, {'steps': 500, 'remaining_food': 10}, {'steps': 600, 'remaining_food': 9}, {'steps': 700, 'remaining_food': 1}, {'steps': 718, 'remaining_food': 0}]"
80,"[{'steps': 100, 'remaining_food': 91}, {'steps': 200, 'remaining_food': 84}, {'steps': 300, 'remaining_food': 79}, {'steps': 400, 'remaining_food': 71}, {'steps': 500, 'remaining_food': 67}, {'steps': 600, 'remaining_food': 61}, {'steps': 700, 'remaining_food': 58}, {'steps': 800, 'remaining_food': 57}, {'steps': 900, 'remaining_food': 53}, {'steps': 1000, 'remaining_food': 48}, {'steps': 1100, 'remaining_food': 44}, {'steps': 1200, 'remaining_food': 39}, {'steps': 1300, 'remaining_food': 35}, {'steps': 1400, 'remaining_food': 35}, {'steps': 1500, 'remaining_food': 30}, {'steps': 1600, 'remaining_food': 28}, {'steps': 1700, 'remaining_food': 27}, {'steps': 1800, 'remaining_food': 25}, {'steps': 1900, 'remaining_food': 25}, {'steps': 2000, 'remaining_food': 24}, {'steps': 2100, 'remaining_food': 23}, {'steps': 2200, 'remaining_food': 23}, {'steps': 2300, 'remaining_food': 22}, {'steps': 2400, 'remaining_food': 21}, {'steps': 2500, 'remaining_food': 18}, {'steps': 2600, 'remaining_food': 15}, {'steps': 2700, 'remaining_food': 15}, {'steps': 2800, 'remaining_food': 11}, {'steps': 2900, 'remaining_food': 6}, {'steps': 3000, 'remaining_food': 3}, {'steps': 3058, 'remaining_food': 0}]"
81,"[{'steps': 100, 'remaining_food': 74}, {'steps': 200, 'remaining_food': 65}, {'steps': 300, 'remaining_food': 61}, {'steps': 400, 'remaining_food': 51}, {'steps': 500, 'remaining_food': 41}, {'steps': 600, 'remaining_food': 39}, {'steps': 700, 'remaining_food': 37}, {'steps': 800, 'remaining_food': 36}, {'steps': 900, 'remaining_food': 27}, {'steps': 1000, 'remaining_food': 21}, {'steps': 1100, 'remaining_food': 14}, {'steps': 1200, 'remaining_food': 12}, {'steps': 1300, 'remaining_food': 8}, {'steps': 1400, 'remaining_food': 3}, {'steps': 1500, 'remaining_food': 3}, {'steps': 1600, 'remaining_food': 2}, {'steps': 1624, 'remaining_food': 0}]"
82,"[{'steps': 100, 'remaining_food': 99}, {'steps': 200, 'remaining_food': 86}, {'steps': 300, 'remaining_food': 77}, {'steps': 400, 'remaining_food': 72}, {'steps': 500, 'remaining_food': 68}, {'steps': 600, 'remaining_food': 55}, {'steps': 700, 'remaining_food': 45}, {'steps': 800, 'remaining_food': 41}, {'steps': 900, 'remaining_food': 35}, {'steps': 1000, 'remaining_food': 28}, {'steps': 1100, 'remaining_food': 28}, {'steps': 1200, 'remaining_food': 26}, {'steps': 1300, 'remaining_food': 21}, {'steps': 1400, 'remaining_food': 21}, {'steps': 1500, 'remaining_food': 20}, {'steps': 1600, 'remaining_food': 20}, {'steps': 1700, 'remaining_food': 16}, {'steps': 1800, 'remaining_food': 13}, {'steps': 1900, 'remaining_food': 9}, {'steps': 2000, 'remaining_food': 4}, {'steps': 2069, 'remaining_food': 0}]"
83,"[{'steps': 100, 'remaining_food': 88}, {'steps': 200, 'remaining_food': 76}, {'steps': 300, 'remaining_food': 65}, {'steps': 400, 'remaining_food': 59}, {'steps': 500, 'remaining_food': 50}, {'steps': 600, 'remaining_food': 36}, {'steps': 700, 'remaining_food': 26}, {'steps': 800, 'remaining_food': 17}, {'steps': 900, 'remaining_food': 13}, {'steps': 1000, 'remaining_food': 13}, {'steps': 1100, 'remaining_food': 13}, {'steps': 1200, 'remaining_food': 13}, {'steps': 1300, 'remaining_food': 12}, {'steps': 1400, 'remaining_food': 10}, {'steps': 1500, 'remaining_food': 7}, {'steps': 1600, 'remaining_food': 5}, {'steps': 1700, 'remaining_food': 4}, {'steps': 1797, 'remaining_food': 0}]"
84,"[{'steps': 100, 'remaining_food': 95}, {'steps': 200, 'remaining_food': 83}, {'steps': 300, 'remaining_food': 63}, {'steps': 400, 'remaining_food': 39}, {'steps': 500, 'remaining_food': 37}, {'steps': 600, 'remaining_food': 33}, {'steps': 700, 'remaining_food': 25}, {'steps': 800, 'remaining_food': 24}, {'steps': 900, 'remaining_food': 24}, {'steps': 1000, 'remaining_food': 24}, {'steps': 1100, 'remaining_food': 23}, {'steps': 1200, 'remaining_food': 21}, {'steps': 1300, 'remaining_food': 19}, {'steps': 1400, 'remaining_food': 15}, {'steps': 1500, 'remaining_food': 11}, {'steps': 1600, 'remaining_food': 6}, {'steps': 1700, 'remaining_food': 2}, {'steps': 1800, 'remaining_food': 1}, {'steps': 1900, 'remaining_food': 1}, {'steps': 2000, 'remaining_food': 1}, {'steps': 2007, 'remaining_food': 0}]"
85,"[{'steps': 100, 'remaining_food': 93}, {'steps': 200, 'remaining_food': 77}, {'steps': 300, 'remaining_food': 61}, {'steps': 400, 'remaining_food': 41}, {'steps': 500, 'remaining_food': 30}, {'steps': 600, 'remaining_food': 23}, {'steps': 700, 'remaining_food': 20}, {'steps': 800, 'remaining_food': 16}, {'steps': 900, 'remaining_food': 13}, {'steps': 1000, 'remaining_food': 8}, {'steps': 1100, 'remaining_food': 8}, {'steps': 1200, 'remaining_food': 6}, {'steps': 1300, 'remaining_food': 6}, {'steps': 1400, 'remaining_food': 2}, {'steps': 1420, 'remaining_food': 0}]"
86,"[{'steps': 100, 'remaining_food': 83}, {'steps': 200, 'remaining_food': 50}, {'steps': 300, 'remaining_food': 37}, {'steps': 400, 'remaining_food': 28}, {'steps': 500, 'remaining_food': 16}, {'steps': 600, 'remaining_food': 13}, {'steps': 700, 'remaining_food': 9}, {'steps': 800, 'remaining_food': 5}, {'steps': 900, 'remaining_food': 0}, {'steps': 900, 'remaining_food': 0}]"
87,"[{'steps': 100, 'remaining_food': 89}, {'steps': 200, 'remaining_food': 73}, {'steps': 300, 'remaining_food': 55}, {'steps': 400, 'remaining_food': 51}, {'steps': 500, 'remaining_food': 44}, {'steps': 600, 'remaining_food': 35}, {'steps': 700, 'remaining_food': 29}, {'steps': 800, 'remaining_food': 23}, {'steps': 900, 'remaining_food': 17}, {'steps': 1000, 'remaining_food': 11}, {'steps': 1100, 'remaining_food': 9}, {'steps': 1200, 'remaining_food': 7}, {'steps': 1300, 'remaining_food': 4}, {'steps': 1400, 'remaining_food': 4}, {'steps': 1460, 'remaining_food': 0}]"
88,"[{'steps': 100, 'remaining_food': 90}, {'steps': 200, 'remaining_food': 79}, {'steps': 300, 'remaining_food': 66}, {'steps': 400, 'remaining_food': 58}, {'steps': 500, 'remaining_food': 52}, {'steps': 600, 'remaining_food': 33}, {'steps': 700, 'remaining_food': 24}, {'steps': 800, 'remaining_food': 22}, {'steps': 900, 'remaining_food': 19}, {'steps': 1000, 'remaining_food': 11}, {'steps': 1100, 'remaining_food': 11}, {'steps': 1200, 'remaining_food': 11}, {'steps': 1300, 'remaining_food': 11}, {'steps': 1400, 'remaining_food': 10}, {'steps': 1500, 'remaining_food': 7}, {'steps': 1600, 'remaining_food': 2}, {'steps': 1679, 'remaining_food': 0}]"
89,"[{'steps': 100, 'remaining_food': 64}, {'steps': 200, 'remaining_food': 47}, {'steps': 300, 'remaining_food': 45}, {'steps': 400, 'remaining_food': 38}, {'steps': 500, 'remaining_food': 38}, {'steps': 600, 'remaining_food': 27}, {'steps': 700, 'remaining_food': 17}, {'steps': 800, 'remaining_food': 17}, {'steps': 900, 'remaining_food': 11}, {'steps': 1000, 'remaining_food': 4}, {'steps': 1057, 'remaining_food': 0}]"
90,"[{'steps': 100, 'remaining_food': 89}, {'steps': 200, 'remaining_food': 69}, {'steps': 300, 'remaining_food': 48}, {'steps': 400, 'remaining_food': 40}, {'steps': 500, 'remaining_food': 33}, {'steps': 600, 'remaining_food': 24}, {'steps': 700, 'remaining_food': 16}, {'steps': 800, 'remaining_food': 10}, {'steps': 900, 'remaining_food': 10}, {'steps': 1000, 'remaining_food': 3}, {'steps': 1052, 'remaining_food': 0}]"
91,"[{'steps': 100, 'remaining_food': 63}, {'steps': 200, 'remaining_food': 26}, {'steps': 300, 'remaining_food': 9}, {'steps': 371, 'remaining_food': 0}]"
92,"[{'steps': 100, 'remaining_food': 74}, {'steps': 200, 'remaining_food': 54}, {'steps': 300, 'remaining_food': 38}, {'steps': 400, 'remaining_food': 31}, {'steps': 500, 'remaining_food': 26}, {'steps': 600, 'remaining_food': 21}, {'steps': 700, 'remaining_food': 20}, {'steps': 800, 'remaining_food': 20}, {'steps': 900, 'remaining_food': 20}, {'steps': 1000, 'remaining_food': 20}, {'steps': 1100, 'remaining_food': 20}, {'steps': 1200, 'remaining_food': 20}, {'steps': 1300, 'remaining_food': 20}, {'steps': 1400, 'remaining_food': 20}, {'steps': 1500, 'remaining_food': 18}, {'steps': 1600, 'remaining_food': 18}, {'steps': 1700, 'remaining_food': 18}, {'steps': 1800, 'remaining_food': 18}, {'steps': 1900, 'remaining_food': 18}, {'steps': 2000, 'remaining_food': 11}, {'steps': 2100, 'remaining_food': 8}, {'steps': 2200, 'remaining_food': 8}, {'steps': 2300, 'remaining_food': 7}, {'steps': 2400, 'remaining_food': 2}, {'steps': 2418, 'remaining_food': 0}]"
93,"[{'steps': 100, 'remaining_food': 98}, {'steps': 200, 'remaining_food': 93}, {'steps': 300, 'remaining_food': 87}, {'steps': 400, 'remaining_food': 80}, {'steps': 500, 'remaining_food': 71}, {'steps': 600, 'remaining_food': 64}, {'steps': 700, 'remaining_food': 53}, {'steps': 800, 'remaining_food': 46}, {'steps': 900, 'remaining_food': 38}, {'steps': 1000, 'remaining_food': 34}, {'steps': 1100, 'remaining_food': 33}, {'steps': 1200, 'remaining_food': 30}, {'steps': 1300, 'remaining_food': 22}, {'steps': 1400, 'remaining_food': 16}, {'steps': 1500, 'remaining_food': 13}, {'steps': 1600, 'remaining_food': 13}, {'steps': 1700, 'remaining_food': 13}, {'steps': 1800, 'remaining_food': 12}, {'steps': 1900, 'remaining_food': 11}, {'steps': 2000, 'remaining_food': 10}, {'steps': 2100, 'remaining_food': 10}, {'steps': 2200, 'remaining_food': 7}, {'steps': 2300, 'remaining_food': 7}, {'steps': 2400, 'remaining_food': 7}, {'steps': 2500, 'remaining_food': 7}, {'steps': 2600, 'remaining_food': 7}, {'steps': 2700, 'remaining_food': 2}, {'steps': 2708, 'remaining_food': 0}]"
94,"[{'steps': 100, 'remaining_food': 93}, {'steps': 200, 'remaining_food': 81}, {'steps': 300, 'remaining_food': 69}, {'steps': 400, 'remaining_food': 61}, {'steps': 500, 'remaining_food': 51}, {'steps': 600, 'remaining_food': 38}, {'steps': 700, 'remaining_food': 31}, {'steps': 800, 'remaining_food': 22}, {'steps': 900, 'remaining_food': 21}, {'steps': 1000, 'remaining_food': 20}, {'steps': 1100, 'remaining_food': 17}, {'steps': 1200, 'remaining_food': 16}, {'steps': 1300, 'remaining_food': 16}, {'steps': 1400, 'remaining_food': 14}, {'steps': 1500, 'remaining_food': 13}, {'steps': 1600, 'remaining_food': 10}, {'steps': 1700, 'remaining_food': 10}, {'steps': 1800, 'remaining_food': 9}, {'steps': 1900, 'remaining_food': 3}, {'steps': 1960, 'remaining_food': 0}]"
95,"[{'steps': 100, 'remaining_food': 99}, {'steps': 200, 'remaining_food': 84}, {'steps': 300, 'remaining_food': 66}, {'steps': 400, 'remaining_food': 57}, {'steps': 500, 'remaining_food': 50}, {'steps': 600, 'remaining_food': 46}, {'steps': 700, 'remaining_food': 45}, {'steps': 800, 'remaining_food': 42}, {'steps': 900, 'remaining_food': 38}, {'steps': 1000, 'remaining_food': 31}, {'steps': 1100, 'remaining_food': 24}, {'steps': 1200, 'remaining_food': 17}, {'steps': 1300, 'remaining_food': 12}, {'steps': 1400, 'remaining_food': 7}, {'steps': 1500, 'remaining_food': 3}, {'steps': 1600, 'remaining_food': 1}, {'steps': 1603, 'remaining_food': 0}]"
96,"[{'steps': 100, 'remaining_food': 76}, {'steps': 200, 'remaining_food': 49}, {'steps': 300, 'remaining_food': 44}, {'steps': 400, 'remaining_food': 32}, {'steps': 500, 'remaining_food': 22}, {'steps': 600, 'remaining_food': 18}, {'steps': 700, 'remaining_food': 13}, {'steps': 800, 'remaining_food': 11}, {'steps': 900, 'remaining_food': 9}, {'steps': 1000, 'remaining_food': 9}, {'steps': 1100, 'remaining_food': 6}, {'steps': 1200, 'remaining_food': 5}, {'steps': 1300, 'remaining_food': 3}, {'steps': 1322, 'remaining_food': 0}]"
97,"[{'steps': 100, 'remaining_food': 90}, {'steps': 200, 'remaining_food': 68}, {'steps': 300, 'remaining_food': 51}, {'steps': 400, 'remaining_food': 39}, {'steps': 500, 'remaining_food': 26}, {'steps': 600, 'remaining_food': 17}, {'steps': 700, 'remaining_food': 11}, {'steps': 800, 'remaining_food': 7}, {'steps': 900, 'remaining_food': 6}, {'steps': 1000, 'remaining_food': 2}, {'steps': 1100, 'remaining_food': 1}, {'steps': 1103, 'remaining_food': 0}]"
98,"[{'steps': 100, 'remaining_food': 85}, {'steps': 200, 'remaining_food': 68}, {'steps': 300, 'remaining_food': 56}, {'steps': 400, 'remaining_food': 44}, {'steps': 500, 'remaining_food': 28}, {'steps': 600, 'remaining_food': 14}, {'steps': 700, 'remaining_food': 11}, {'steps': 800, 'remaining_food': 6}, {'steps': 900, 'remaining_food': 3}, {'steps': 1000, 'remaining_food': 3}, {'steps': 1100, 'remaining_food': 2}, {'steps': 1200, 'remaining_food': 2}, {'steps': 1300, 'remaining_food': 0}, {'steps': 1300, 'remaining_food': 0}]"
99,"[{'steps': 100, 'remaining_food': 94}, {'steps': 200, 'remaining_food': 83}, {'steps': 300, 'remaining_food': 70}, {'steps': 400, 'remaining_food': 61}, {'steps': 500, 'remaining_food': 48}, {'steps': 600, 'remaining_food': 40}, {'steps': 700, 'remaining_food': 30}, {'steps': 800, 'remaining_food': 25}, {'steps': 900, 'remaining_food': 24}, {'steps': 1000, 'remaining_food': 23}, {'steps': 1100, 'remaining_food': 23}, {'steps': 1200, 'remaining_food': 23}, {'steps': 1300, 'remaining_food': 18}, {'steps': 1400, 'remaining_food': 18}, {'steps': 1500, 'remaining_food': 9}, {'steps': 1600, 'remaining_food': 3}, {'steps': 1700, 'remaining_food': 2}, {'steps': 1730, 'remaining_food': 0}]"
100,"[{'steps': 100, 'remaining_food': 82}, {'steps': 200, 'remaining_food': 64}, {'steps': 300, 'remaining_food': 57}, {'steps': 400, 'remaining_food': 51}, {'steps': 500, 'remaining_food': 49}, {'steps': 600, 'remaining_food': 47}, {'steps': 700, 'remaining_food': 38}, {'steps': 800, 'remaining_food': 36}, {'steps': 900, 'remaining_food': 18}, {'steps': 1000, 'remaining_food': 11}, {'steps': 1100, 'remaining_food': 6}, {'steps': 1200, 'remaining_food': 3}, {'steps': 1300, 'remaining_food': 3}, {'steps': 1400, 'remaining_food': 2}, {'steps': 1458, 'remaining_food': 0}]"
